a=0xb4a6; output=0x4687
a=0xf695; output=0x0498
a=0x15bc; output=0xe571
a=0xa10a; output=0x5a23
a=0xb988; output=0x41a5
a=0xb172; output=0x49bb
a=0x0e69; output=0xecc4
a=0x2739; output=0xd3f4
a=0xfa00; output=0x012d
a=0x2e16; output=0xcd17
a=0x10de; output=0xea4f
a=0x4552; output=0xb5db
a=0x3f13; output=0xbc1a
a=0xf9b0; output=0x017d
a=0x8d35; output=0x6df8
a=0xe14f; output=0x19de
a=0x5b14; output=0xa019
a=0x933e; output=0x67ef
a=0xd8dd; output=0x2250
a=0x1d30; output=0xddfd
a=0xa875; output=0x52b8
a=0x250a; output=0xd623
a=0x0b48; output=0xefe5
a=0x1b06; output=0xe027
a=0xbd30; output=0x3dfd
a=0x7ee8; output=0x7c45
a=0x8bf6; output=0x6f37
a=0x42d3; output=0xb85a
a=0xa398; output=0x5795
a=0x5e24; output=0x9d09
a=0x015c; output=0xf9d1
a=0x1867; output=0xe2c6
a=0xbe51; output=0x3cdc
a=0x1018; output=0xeb15
a=0xe6c8; output=0x1465
a=0x6add; output=0x9050
a=0x9761; output=0x63cc
a=0x8f06; output=0x6c27
a=0x9e04; output=0x5d29
a=0xc9b5; output=0x3178
a=0x0443; output=0xf6ea
a=0x3b34; output=0xbff9
a=0x5616; output=0xa517
a=0xf128; output=0x0a05
a=0x594a; output=0xa1e3
a=0x6e54; output=0x8cd9
a=0x3cd3; output=0xbe5a
a=0x0916; output=0xf217
a=0x6649; output=0x94e4
a=0xf4d9; output=0x0654
a=0x4068; output=0xbac5
a=0x1677; output=0xe4b6
a=0x7232; output=0x88fb
a=0x67e9; output=0x9344
a=0x76de; output=0x844f
a=0x0e2f; output=0xecfe
a=0xb852; output=0x42db
a=0xa7f1; output=0x533c
a=0x8e0b; output=0x6d22
a=0x8678; output=0x74b5
a=0x149f; output=0xe68e
a=0x5652; output=0xa4db
a=0x70c2; output=0x8a6b
a=0xb517; output=0x4616
a=0x114b; output=0xe9e2
a=0x39a7; output=0xc186
a=0xc0fb; output=0x3a32
a=0xa392; output=0x579b
a=0x167c; output=0xe4b1
a=0xedf8; output=0x0d35
a=0x003e; output=0xfaef
a=0xd57a; output=0x25b3
a=0xffbe; output=0xfb6f
a=0xcd0c; output=0x2e21
a=0x6df6; output=0x8d37
a=0xa7d3; output=0x535a
a=0x1d80; output=0xddad
a=0x55bd; output=0xa570
a=0xa0fd; output=0x5a30
a=0xa305; output=0x5828
a=0xe482; output=0x16ab
a=0xe63b; output=0x14f2
a=0x81f9; output=0x7934
a=0xd8ad; output=0x2280
a=0x5657; output=0xa4d6
a=0xdd2b; output=0x1e02
a=0x28c8; output=0xd265
a=0x7e01; output=0x7d2c
a=0x48c0; output=0xb26d
a=0xd637; output=0x24f6
a=0x712e; output=0x89ff
a=0xeca0; output=0x0e8d
a=0x51f7; output=0xa936
a=0x1800; output=0xe32d
a=0xd50d; output=0x2620
a=0x4d04; output=0xae29
a=0x7c99; output=0x7e94
a=0xccd0; output=0x2e5d
a=0xf921; output=0x020c
a=0x8bff; output=0x6f2e
a=0xf8a4; output=0x0289
a=0x0aaa; output=0xf083
a=0x7ffa; output=0x7b33
a=0x0000; output=0xfb2d
a=0x0aa2; output=0xf08b
a=0x15fe; output=0xe52f
a=0xc7ed; output=0x3340
a=0x288e; output=0xd29f
a=0xfc57; output=0xfed6
a=0x5e91; output=0x9c9c
a=0x7933; output=0x81fa
a=0x7afe; output=0x802f
a=0x106b; output=0xeac2
a=0x2633; output=0xd4fa
a=0x0446; output=0xf6e7
a=0x50bc; output=0xaa71
a=0x7c6f; output=0x7ebe
a=0x4c8f; output=0xae9e
a=0xb7cc; output=0x4361
a=0xc71f; output=0x340e
a=0x57df; output=0xa34e
a=0xc657; output=0x34d6
a=0x83e3; output=0x774a
a=0xad93; output=0x4d9a
a=0xe38b; output=0x17a2
a=0xc88a; output=0x32a3
a=0xcde4; output=0x2d49
a=0x8fed; output=0x6b40
a=0x7f6f; output=0x7bbe
a=0xf65a; output=0x04d3
a=0x8ab0; output=0x707d
a=0x6cbd; output=0x8e70
a=0x1492; output=0xe69b
a=0x0d36; output=0xedf7
a=0x91ec; output=0x6941
a=0x64d0; output=0x965d
a=0xb1ac; output=0x4981
a=0x6cc8; output=0x8e65
a=0xefb2; output=0x0b7b
a=0x54f6; output=0xa637
a=0x1b34; output=0xdff9
a=0x18d1; output=0xe25c
a=0x6902; output=0x922b
a=0x8426; output=0x7707
a=0xcc82; output=0x2eab
a=0x896b; output=0x71c2
a=0xf6b0; output=0x047d
a=0xaf38; output=0x4bf5
a=0xdf51; output=0x1bdc
a=0xf1cc; output=0x0961
a=0x6186; output=0x99a7
a=0x935c; output=0x67d1
a=0x1873; output=0xe2ba
a=0xf166; output=0x09c7
a=0x51fb; output=0xa932
a=0x481c; output=0xb311
a=0xb60c; output=0x4521
a=0x8a0c; output=0x7121
a=0x09ff; output=0xf12e
a=0x4e92; output=0xac9b
a=0x0042; output=0xfaeb
a=0xf4b3; output=0x067a
a=0x682b; output=0x9302
a=0x5cda; output=0x9e53
a=0x25fd; output=0xd530
a=0xf490; output=0x069d
a=0xeb0c; output=0x1021
a=0x745d; output=0x86d0
a=0x5666; output=0xa4c7
a=0xa852; output=0x52db
a=0x6706; output=0x9427
a=0xb147; output=0x49e6
a=0xe35d; output=0x17d0
a=0x8c5d; output=0x6ed0
a=0xd8f0; output=0x223d
a=0x56c1; output=0xa46c
a=0xe0aa; output=0x1a83
a=0xe81b; output=0x1312
a=0x9d6c; output=0x5dc1
a=0x7c20; output=0x7f0d
a=0x3eac; output=0xbc81
a=0xb612; output=0x451b
a=0x8f52; output=0x6bdb
a=0x0853; output=0xf2da
a=0xa62f; output=0x54fe
a=0x5f8c; output=0x9ba1
a=0x00c0; output=0xfa6d
a=0x5678; output=0xa4b5
a=0x68a8; output=0x9285
a=0xe8e1; output=0x124c
a=0x0156; output=0xf9d7
a=0xcfd5; output=0x2b58
a=0xd376; output=0x27b7
a=0xa8df; output=0x524e
a=0xa2dd; output=0x5850
a=0x1759; output=0xe3d4
a=0x1f57; output=0xdbd6
a=0xc198; output=0x3995
a=0xfe1b; output=0xfd12
a=0x1521; output=0xe60c
a=0x0b84; output=0xefa9
a=0x222b; output=0xd902
a=0x1d44; output=0xdde9
a=0xd87a; output=0x22b3
a=0x2bdf; output=0xcf4e
a=0x6ca6; output=0x8e87
a=0x1ffc; output=0xdb31
a=0xd053; output=0x2ada
a=0xe8b0; output=0x127d
a=0x5db5; output=0x9d78
a=0x1893; output=0xe29a
a=0x0c55; output=0xeed8
a=0x3c26; output=0xbf07
a=0x1d49; output=0xdde4
a=0x35d6; output=0xc557
a=0xbc3e; output=0x3eef
a=0x18d0; output=0xe25d
a=0xf07f; output=0x0aae
a=0x485d; output=0xb2d0
a=0x8b2b; output=0x7002
a=0x8b31; output=0x6ffc
a=0x99ca; output=0x6163
a=0xf344; output=0x07e9
a=0xa05f; output=0x5ace
a=0x431f; output=0xb80e
a=0xaef7; output=0x4c36
a=0x6340; output=0x97ed
a=0x650e; output=0x961f
a=0x8313; output=0x781a
a=0x07cd; output=0xf360
a=0x2d6e; output=0xcdbf
a=0x96ad; output=0x6480
a=0xb7e2; output=0x434b
a=0xc365; output=0x37c8
a=0x7453; output=0x86da
a=0xdafa; output=0x2033
a=0x8679; output=0x74b4
a=0x185c; output=0xe2d1
a=0xa387; output=0x57a6
a=0x068e; output=0xf49f
a=0x58a7; output=0xa286
a=0xc7f9; output=0x3334
a=0x6d18; output=0x8e15
a=0x9488; output=0x66a5
a=0xd96b; output=0x21c2
a=0x44dc; output=0xb651
a=0x89b1; output=0x717c
a=0x12c3; output=0xe86a
a=0x13e3; output=0xe74a
a=0x161a; output=0xe513
a=0x0153; output=0xf9da
a=0xce30; output=0x2cfd
a=0x41b0; output=0xb97d
a=0xaa4e; output=0x50df
a=0x511c; output=0xaa11
a=0x80ac; output=0x7a81
a=0x0f0a; output=0xec23
a=0x5533; output=0xa5fa
a=0xb540; output=0x45ed
a=0x48b3; output=0xb27a
a=0xd870; output=0x22bd
a=0x9858; output=0x62d5
a=0x9e20; output=0x5d0d
a=0x9d9e; output=0x5d8f
a=0x6544; output=0x95e9
a=0x53c7; output=0xa766
a=0x7003; output=0x8b2a
a=0x30f0; output=0xca3d
a=0xdfc4; output=0x1b69
a=0xd4aa; output=0x2683
a=0x8218; output=0x7915
a=0x57c4; output=0xa369
a=0xa349; output=0x57e4
a=0x12e1; output=0xe84c
a=0x5d8d; output=0x9da0
a=0x68fd; output=0x9230
a=0x8d20; output=0x6e0d
a=0x7398; output=0x8795
a=0xc86a; output=0x32c3
a=0xa5ab; output=0x5582
a=0x587a; output=0xa2b3
a=0x7503; output=0x862a
a=0xe8d3; output=0x125a
a=0xb0ba; output=0x4a73
a=0x978f; output=0x639e
a=0x478d; output=0xb3a0
a=0x06f2; output=0xf43b
a=0xe869; output=0x12c4
a=0x724b; output=0x88e2
a=0xb564; output=0x45c9
a=0x8692; output=0x749b
a=0x1773; output=0xe3ba
a=0xba21; output=0x410c
a=0x8c27; output=0x6f06
a=0x5e2d; output=0x9d00
a=0x5233; output=0xa8fa
a=0x57d1; output=0xa35c
a=0x8a23; output=0x710a
a=0x4a84; output=0xb0a9
a=0x25b8; output=0xd575
a=0xc6a5; output=0x3488
a=0x16d0; output=0xe45d
a=0x466d; output=0xb4c0
a=0xa472; output=0x56bb
a=0xa01f; output=0x5b0e
a=0xa622; output=0x550b
a=0xb2d0; output=0x485d
a=0x22e5; output=0xd848
a=0x62af; output=0x987e
a=0x2192; output=0xd99b
a=0xa3bb; output=0x5772
a=0xe32d; output=0x1800
a=0xe48f; output=0x169e
a=0xd566; output=0x25c7
a=0x4388; output=0xb7a5
a=0x00eb; output=0xfa42
a=0xb2b2; output=0x487b
a=0x3aec; output=0xc041
a=0xfe45; output=0xfce8
a=0x2e1b; output=0xcd12
a=0xed7b; output=0x0db2
a=0xd140; output=0x29ed
a=0x312d; output=0xca00
a=0x3220; output=0xc90d
a=0xa4bc; output=0x5671
a=0x26bb; output=0xd472
a=0xd562; output=0x25cb
a=0xac10; output=0x4f1d
a=0x5495; output=0xa698
a=0xaf0e; output=0x4c1f
a=0x8a68; output=0x70c5
a=0xd514; output=0x2619
a=0xd862; output=0x22cb
a=0xe1d7; output=0x1956
a=0xc46b; output=0x36c2
a=0x889d; output=0x7290
a=0xc3e7; output=0x3746
a=0xa1ec; output=0x5941
a=0xc8fd; output=0x3230
a=0x0f26; output=0xec07
a=0xc318; output=0x3815
a=0x2800; output=0xd32d
a=0x1abd; output=0xe070
a=0x6e8a; output=0x8ca3
a=0x82cd; output=0x7860
a=0x1dd8; output=0xdd55
a=0xdf4c; output=0x1be1
a=0x881b; output=0x7312
a=0x8230; output=0x78fd
a=0x780c; output=0x8321
a=0x8411; output=0x771c
a=0xfeba; output=0xfc73
a=0x0283; output=0xf8aa
a=0x678f; output=0x939e
a=0xf7c6; output=0x0367
a=0xc781; output=0x33ac
a=0xd762; output=0x23cb
a=0x093b; output=0xf1f2
a=0xdf26; output=0x1c07
a=0x3e8a; output=0xbca3
a=0xfc4b; output=0xfee2
a=0xdbed; output=0x1f40
a=0x35b3; output=0xc57a
a=0x7259; output=0x88d4
a=0x0be5; output=0xef48
a=0x5a1d; output=0xa110
a=0x6d37; output=0x8df6
a=0x22b4; output=0xd879
a=0x0c93; output=0xee9a
a=0xc63b; output=0x34f2
a=0x00b5; output=0xfa78
a=0xf0d1; output=0x0a5c
a=0x79c2; output=0x816b
a=0xa700; output=0x542d
a=0x94ac; output=0x6681
a=0x7e4d; output=0x7ce0
a=0x3366; output=0xc7c7
a=0x3413; output=0xc71a
a=0x3eea; output=0xbc43
a=0x1230; output=0xe8fd
a=0xb364; output=0x47c9
a=0xb838; output=0x42f5
a=0x5670; output=0xa4bd
a=0x33c8; output=0xc765
a=0xc3f6; output=0x3737
a=0x5592; output=0xa59b
a=0xfeb9; output=0xfc74
a=0xb4bc; output=0x4671
a=0x1a0c; output=0xe121
a=0x06c4; output=0xf469
a=0x45bc; output=0xb571
a=0xfaae; output=0x007f
a=0x693f; output=0x91ee
a=0xb323; output=0x480a
a=0x9775; output=0x63b8
a=0x5448; output=0xa6e5
a=0x82b3; output=0x787a
a=0xbdd0; output=0x3d5d
a=0xe25e; output=0x18cf
a=0x03d5; output=0xf758
a=0xdcb1; output=0x1e7c
a=0x79ea; output=0x8143
a=0x9f8d; output=0x5ba0
a=0x662b; output=0x9502
a=0x3e74; output=0xbcb9
a=0x9d78; output=0x5db5
a=0xf253; output=0x08da
a=0xc5b1; output=0x357c
a=0x0291; output=0xf89c
a=0xb252; output=0x48db
a=0x26ec; output=0xd441
a=0xb3c4; output=0x4769
a=0xc1b8; output=0x3975
a=0xdb1d; output=0x2010
a=0xd5c4; output=0x2569
a=0x3e8c; output=0xbca1
a=0x1104; output=0xea29
a=0x9c7f; output=0x5eae
a=0xf8ad; output=0x0280
a=0xe9dc; output=0x1151
a=0xecb4; output=0x0e79
a=0x3e5d; output=0xbcd0
a=0xe17a; output=0x19b3
a=0xa1b1; output=0x597c
a=0x8585; output=0x75a8
a=0x511b; output=0xaa12
a=0x2bcb; output=0xcf62
a=0xa6ef; output=0x543e
a=0x540e; output=0xa71f
a=0xa742; output=0x53eb
a=0x4153; output=0xb9da
a=0x39f7; output=0xc136
a=0xf33d; output=0x07f0
a=0x050b; output=0xf622
a=0x6de7; output=0x8d46
a=0xae98; output=0x4c95
a=0x36da; output=0xc453
a=0xd6d4; output=0x2459
a=0x7843; output=0x82ea
a=0xd0ba; output=0x2a73
a=0xaa3b; output=0x50f2
a=0x0d9b; output=0xed92
a=0x7866; output=0x82c7
a=0xe19c; output=0x1991
a=0x95d6; output=0x6557
a=0xda52; output=0x20db
a=0xaafb; output=0x5032
a=0xdcba; output=0x1e73
a=0xadfe; output=0x4d2f
a=0x61cf; output=0x995e
a=0x7a4c; output=0x80e1
a=0x0d61; output=0xedcc
a=0xd434; output=0x26f9
a=0xc30a; output=0x3823
a=0xd816; output=0x2317
a=0x664c; output=0x94e1
a=0x8f87; output=0x6ba6
a=0x5871; output=0xa2bc
a=0x81e6; output=0x7947
a=0xd92a; output=0x2203
a=0x3b24; output=0xc009
a=0x1650; output=0xe4dd
a=0x5a6d; output=0xa0c0
a=0x91c0; output=0x696d
a=0x039f; output=0xf78e
a=0x793a; output=0x81f3
a=0x1ce1; output=0xde4c
a=0x4683; output=0xb4aa
a=0x00e3; output=0xfa4a
a=0xd09e; output=0x2a8f
a=0x1745; output=0xe3e8
a=0x6fae; output=0x8b7f
a=0xb638; output=0x44f5
a=0x731b; output=0x8812
a=0x2721; output=0xd40c
a=0xcc18; output=0x2f15
a=0xcef5; output=0x2c38
a=0x35c7; output=0xc566
a=0x26a5; output=0xd488
a=0xa3ae; output=0x577f
a=0xb5cf; output=0x455e
a=0x3983; output=0xc1aa
a=0x7a91; output=0x809c
a=0xa0cb; output=0x5a62
a=0xacae; output=0x4e7f
a=0x3161; output=0xc9cc
a=0xa4c7; output=0x5666
a=0xd606; output=0x2527
a=0xd890; output=0x229d
a=0xc5b3; output=0x357a
a=0xa074; output=0x5ab9
a=0x601b; output=0x9b12
a=0x222e; output=0xd8ff
a=0xfd16; output=0xfe17
a=0x8fa7; output=0x6b86
a=0x5a9c; output=0xa091
a=0x2310; output=0xd81d
a=0xb00c; output=0x4b21
a=0x13a3; output=0xe78a
a=0xc4cb; output=0x3662
a=0x0fa0; output=0xeb8d
a=0xf7c2; output=0x036b
a=0xc4ed; output=0x3640
a=0xa849; output=0x52e4
a=0xee0a; output=0x0d23
a=0x09cf; output=0xf15e
a=0x1055; output=0xead8
a=0xd073; output=0x2aba
a=0x11d3; output=0xe95a
a=0x30fd; output=0xca30
a=0xa66f; output=0x54be
a=0x6538; output=0x95f5
a=0x8e55; output=0x6cd8
a=0xf384; output=0x07a9
a=0x5b91; output=0x9f9c
a=0xdfc0; output=0x1b6d
a=0x8e4c; output=0x6ce1
a=0xd4bf; output=0x266e
a=0x0b5e; output=0xefcf
a=0xb6b1; output=0x447c
a=0x6796; output=0x9397
a=0xbb5e; output=0x3fcf
a=0xd884; output=0x22a9
a=0xd4e2; output=0x264b
a=0x3eca; output=0xbc63
a=0xc3c4; output=0x3769
a=0x614d; output=0x99e0
a=0x3008; output=0xcb25
a=0x3efb; output=0xbc32
a=0x1e22; output=0xdd0b
a=0xc045; output=0x3ae8
a=0x85cd; output=0x7560
a=0x53c3; output=0xa76a
a=0x5287; output=0xa8a6
a=0x2559; output=0xd5d4
a=0x1b2a; output=0xe003
a=0xe3d0; output=0x175d
a=0xfb4b; output=0xffe2
a=0x86ef; output=0x743e
a=0x3973; output=0xc1ba
a=0xbcb1; output=0x3e7c
a=0xa6d0; output=0x545d
a=0x6503; output=0x962a
a=0x18ec; output=0xe241
a=0x4e73; output=0xacba
a=0xa450; output=0x56dd
a=0xb04c; output=0x4ae1
a=0x478f; output=0xb39e
a=0x4366; output=0xb7c7
a=0x5aca; output=0xa063
a=0x932b; output=0x6802
a=0x8678; output=0x74b5
a=0x9509; output=0x6624
a=0x0a5b; output=0xf0d2
a=0x2b9f; output=0xcf8e
a=0xf1ab; output=0x0982
a=0xd5e1; output=0x254c
a=0xe9c0; output=0x116d
a=0xd106; output=0x2a27
a=0x239b; output=0xd792
a=0xe824; output=0x1309
a=0xabc7; output=0x4f66
a=0x7795; output=0x8398
a=0xc251; output=0x38dc
a=0x21ee; output=0xd93f
a=0x4855; output=0xb2d8
a=0x1e82; output=0xdcab
a=0x063c; output=0xf4f1
a=0x463e; output=0xb4ef
a=0x18ad; output=0xe280
a=0x8feb; output=0x6b42
a=0xf98e; output=0x019f
a=0xa169; output=0x59c4
a=0x64e2; output=0x964b
a=0xb098; output=0x4a95
a=0xc0b1; output=0x3a7c
a=0xbc1e; output=0x3f0f
a=0x1f2c; output=0xdc01
a=0x79e3; output=0x814a
a=0x813d; output=0x79f0
a=0x14f6; output=0xe637
a=0x420b; output=0xb922
a=0x6b53; output=0x8fda
a=0xcbe6; output=0x2f47
a=0xb9ed; output=0x4140
a=0x789b; output=0x8292
a=0xf778; output=0x03b5
a=0x68fb; output=0x9232
a=0x3f83; output=0xbbaa
a=0x09bd; output=0xf170
a=0xc8a7; output=0x3286
a=0xb914; output=0x4219
a=0x2abe; output=0xd06f
a=0xdf06; output=0x1c27
a=0x4964; output=0xb1c9
a=0x6492; output=0x969b
a=0x477a; output=0xb3b3
a=0x10f4; output=0xea39
a=0xe06b; output=0x1ac2
a=0x8819; output=0x7314
a=0xabcf; output=0x4f5e
a=0x0ca5; output=0xee88
a=0x7006; output=0x8b27
a=0xfdfe; output=0xfd2f
a=0xc41d; output=0x3710
a=0xf7fc; output=0x0331
a=0xa471; output=0x56bc
a=0x46d0; output=0xb45d
a=0x8df9; output=0x6d34
a=0x7fb8; output=0x7b75
a=0xd39b; output=0x2792
a=0xc0e9; output=0x3a44
a=0x0c96; output=0xee97
a=0xb5ab; output=0x4582
a=0xba63; output=0x40ca
a=0xe574; output=0x15b9
a=0x7bbe; output=0x7f6f
a=0x9a4c; output=0x60e1
a=0xe02b; output=0x1b02
a=0x8ae1; output=0x704c
a=0xd94a; output=0x21e3
a=0x7980; output=0x81ad
a=0x3eff; output=0xbc2e
a=0x5d4b; output=0x9de2
a=0x1634; output=0xe4f9
a=0x0ada; output=0xf053
a=0x69fe; output=0x912f
a=0x067f; output=0xf4ae
a=0x578d; output=0xa3a0
a=0x76c7; output=0x8466
a=0xd7f7; output=0x2336
a=0x2a6f; output=0xd0be
a=0x4861; output=0xb2cc
a=0x1318; output=0xe815
a=0x8e09; output=0x6d24
a=0xf785; output=0x03a8
a=0x4dd7; output=0xad56
a=0xa3f4; output=0x5739
a=0x0802; output=0xf32b
a=0x9d39; output=0x5df4
a=0x7889; output=0x82a4
a=0x8f87; output=0x6ba6
a=0xd2f7; output=0x2836
a=0x2ef4; output=0xcc39
a=0x8b73; output=0x6fba
a=0xc28b; output=0x38a2
a=0x7274; output=0x88b9
a=0x00e7; output=0xfa46
a=0x50e0; output=0xaa4d
a=0xa6f2; output=0x543b
a=0x4050; output=0xbadd
a=0x14dd; output=0xe650
a=0xa752; output=0x53db
a=0x9dee; output=0x5d3f
a=0x56d1; output=0xa45c
a=0x0991; output=0xf19c
a=0xd481; output=0x26ac
a=0xbf93; output=0x3b9a
a=0xf0c9; output=0x0a64
a=0x7471; output=0x86bc
a=0x8abc; output=0x7071
a=0x98c4; output=0x6269
a=0xc387; output=0x37a6
a=0x3d7a; output=0xbdb3
a=0xe595; output=0x1598
a=0xab5b; output=0x4fd2
a=0x3c45; output=0xbee8
a=0x34e8; output=0xc645
a=0x819d; output=0x7990
a=0x71d1; output=0x895c
a=0xbb12; output=0x401b
a=0x0524; output=0xf609
a=0x6ba2; output=0x8f8b
a=0x9b7d; output=0x5fb0
a=0xd968; output=0x21c5
a=0xcedd; output=0x2c50
a=0x1004; output=0xeb29
a=0xb020; output=0x4b0d
a=0xad9f; output=0x4d8e
a=0x0518; output=0xf615
a=0x356a; output=0xc5c3
a=0x3551; output=0xc5dc
a=0x94a2; output=0x668b
a=0x8406; output=0x7727
a=0xeaff; output=0x102e
a=0x5775; output=0xa3b8
a=0xf806; output=0x0327
a=0x72f1; output=0x883c
a=0x1923; output=0xe20a
a=0x7854; output=0x82d9
a=0x800e; output=0x7b1f
a=0x3100; output=0xca2d
a=0x6abc; output=0x9071
a=0x374d; output=0xc3e0
a=0x7a83; output=0x80aa
a=0x991a; output=0x6213
a=0x94bf; output=0x666e
a=0x4fba; output=0xab73
a=0x8b47; output=0x6fe6
a=0xad59; output=0x4dd4
a=0x39aa; output=0xc183
a=0xe240; output=0x18ed
a=0x5542; output=0xa5eb
a=0xa5f0; output=0x553d
a=0xd8e0; output=0x224d
a=0xb9c4; output=0x4169
a=0x34c5; output=0xc668
a=0xb423; output=0x470a
a=0x1819; output=0xe314
a=0x0207; output=0xf926
a=0x4144; output=0xb9e9
a=0x83b5; output=0x7778
a=0xbeb9; output=0x3c74
a=0x091e; output=0xf20f
a=0x8b97; output=0x6f96
a=0x5332; output=0xa7fb
a=0x91b8; output=0x6975
a=0xc9d1; output=0x315c
a=0x8ed7; output=0x6c56
a=0x8ff2; output=0x6b3b
a=0xa42b; output=0x5702
a=0x63e1; output=0x974c
a=0xc562; output=0x35cb
a=0x25cd; output=0xd560
a=0x6835; output=0x92f8
a=0xc6a3; output=0x348a
a=0xba15; output=0x4118
a=0x2313; output=0xd81a
a=0xd8f8; output=0x2235
a=0xdab1; output=0x207c
a=0xf726; output=0x0407
a=0xefc8; output=0x0b65
a=0xb0e1; output=0x4a4c
a=0x9a1f; output=0x610e
a=0xffc5; output=0xfb68
a=0xeaad; output=0x1080
a=0x88d1; output=0x725c
a=0x79ef; output=0x813e
a=0x231e; output=0xd80f
a=0xed4e; output=0x0ddf
a=0xf5d6; output=0x0557
a=0x5eac; output=0x9c81
a=0xd9c8; output=0x2165
a=0x7e41; output=0x7cec
a=0x2838; output=0xd2f5
a=0xd0cf; output=0x2a5e
a=0xe329; output=0x1804
a=0xbc25; output=0x3f08
a=0xa484; output=0x56a9
a=0x23e9; output=0xd744
a=0x3884; output=0xc2a9
a=0x6cab; output=0x8e82
a=0x229e; output=0xd88f
a=0x20b0; output=0xda7d
a=0x18f9; output=0xe234
a=0x95fa; output=0x6533
a=0xc1c3; output=0x396a
a=0x36c1; output=0xc46c
a=0x0cd5; output=0xee58
a=0xb3ab; output=0x4782
a=0x7bf9; output=0x7f34
a=0x2d9a; output=0xcd93
a=0xc7f9; output=0x3334
a=0x4e89; output=0xaca4
a=0xdb09; output=0x2024
a=0xdbec; output=0x1f41
a=0xf2fc; output=0x0831
a=0x340f; output=0xc71e
a=0x6211; output=0x991c
a=0x48b9; output=0xb274
a=0xcfe2; output=0x2b4b
a=0x0d00; output=0xee2d
a=0x2055; output=0xdad8
a=0x5c5d; output=0x9ed0
a=0x2426; output=0xd707
a=0x8959; output=0x71d4
a=0x01d1; output=0xf95c
a=0xc338; output=0x37f5
a=0xfa62; output=0x00cb
a=0xcd70; output=0x2dbd
a=0xc584; output=0x35a9
a=0x49d6; output=0xb157
a=0x1251; output=0xe8dc
a=0xb6b8; output=0x4475
a=0x3c19; output=0xbf14
a=0x610a; output=0x9a23
a=0xcce3; output=0x2e4a
a=0x2043; output=0xdaea
a=0xd5b0; output=0x257d
a=0x0c57; output=0xeed6
a=0x83ed; output=0x7740
a=0x7192; output=0x899b
a=0x62f6; output=0x9837
a=0x1e37; output=0xdcf6
a=0x9360; output=0x67cd
a=0x7dc7; output=0x7d66
a=0xa88d; output=0x52a0
a=0x1bef; output=0xdf3e
a=0x47f5; output=0xb338
a=0xc413; output=0x371a
a=0xeee3; output=0x0c4a
a=0x0828; output=0xf305
a=0x2ad8; output=0xd055
a=0x2d43; output=0xcdea
a=0x59b1; output=0xa17c
a=0x145e; output=0xe6cf
a=0xe994; output=0x1199
a=0x2b84; output=0xcfa9
a=0xaeff; output=0x4c2e
a=0x4699; output=0xb494
a=0xe044; output=0x1ae9
a=0xd769; output=0x23c4
a=0x9b9b; output=0x5f92
a=0x4d36; output=0xadf7
a=0x80fc; output=0x7a31
a=0xc4ff; output=0x362e
a=0x1599; output=0xe594
a=0xcd4d; output=0x2de0
a=0xde04; output=0x1d29
a=0xa889; output=0x52a4
a=0x9e14; output=0x5d19
a=0xc13a; output=0x39f3
a=0x6a26; output=0x9107
a=0xecd6; output=0x0e57
a=0x1924; output=0xe209
a=0x3434; output=0xc6f9
a=0xca6b; output=0x30c2
a=0x15b0; output=0xe57d
a=0xe8c8; output=0x1265
a=0x4f94; output=0xab99
a=0x2a86; output=0xd0a7
a=0x5429; output=0xa704
a=0xee6a; output=0x0cc3
a=0xf46b; output=0x06c2
a=0xf54e; output=0x05df
a=0x2bc8; output=0xcf65
a=0xb7cb; output=0x4362
a=0xf899; output=0x0294
a=0xc163; output=0x39ca
a=0x0291; output=0xf89c
a=0x8eb7; output=0x6c76
a=0x82e3; output=0x784a
a=0x9888; output=0x62a5
a=0x4db8; output=0xad75
a=0x18d5; output=0xe258
a=0xa790; output=0x539d
a=0xed0a; output=0x0e23
a=0x6268; output=0x98c5
a=0x5f91; output=0x9b9c
a=0xb5ce; output=0x455f
a=0x6ef0; output=0x8c3d
a=0x0e59; output=0xecd4
a=0x32c2; output=0xc86b
a=0x12b8; output=0xe875
a=0x071f; output=0xf40e
a=0x81ad; output=0x7980
a=0x402f; output=0xbafe
a=0x3923; output=0xc20a
a=0x2a1d; output=0xd110
a=0xc7e7; output=0x3346
a=0x135d; output=0xe7d0
a=0xd091; output=0x2a9c
a=0x6009; output=0x9b24
a=0xa1d1; output=0x595c
a=0xe38d; output=0x17a0
a=0x3b86; output=0xbfa7
a=0x8784; output=0x73a9
a=0x9aec; output=0x6041
a=0x6f3d; output=0x8bf0
a=0x1565; output=0xe5c8
a=0x6ece; output=0x8c5f
a=0x607b; output=0x9ab2
a=0x3386; output=0xc7a7
a=0xf2ed; output=0x0840
a=0xc128; output=0x3a05
a=0x0c86; output=0xeea7
a=0xd7f1; output=0x233c
a=0x7c7a; output=0x7eb3
a=0x8323; output=0x780a
a=0x7baa; output=0x7f83
a=0x824a; output=0x78e3
a=0xa5cd; output=0x5560
a=0x700f; output=0x8b1e
a=0x0ebd; output=0xec70
a=0x6a4e; output=0x90df
a=0x71db; output=0x8952
a=0xc0ed; output=0x3a40
a=0xd5a0; output=0x258d
a=0x3dc7; output=0xbd66
a=0x8d54; output=0x6dd9
a=0x3127; output=0xca06
a=0x55bd; output=0xa570
a=0x04d1; output=0xf65c
